#  BAND   34          
#EF=   0.00000     NDOS= 5     NENRG=  539    Gaussian bradening: 0.00300
# ENERGY    2:DZ2          2:DXY          2:DX2Y2        2:DXZ+DYZ      2:DXZ+DYZ   
   2.35501    0.02167804    0.00001167    0.00206233    0.00427077    0.00427077
   2.38222    0.02215130    0.00001233    0.00153139    0.00437409    0.00437409
   2.40943    0.02263371    0.00001296    0.00120172    0.00447462    0.00447462
   2.43664    0.02314360    0.00001357    0.00099254    0.00457322    0.00457322
   2.46386    0.02365806    0.00001414    0.00085857    0.00466929    0.00466929
   2.49107    0.02415580    0.00001468    0.00078393    0.00476273    0.00476273
   2.51828    0.02462901    0.00001518    0.00075295    0.00485470    0.00485470
   2.54549    0.02509420    0.00001566    0.00074723    0.00494646    0.00494646
   2.57270    0.02557668    0.00001611    0.00075564    0.00503952    0.00503952
   2.59991    0.02607647    0.00001653    0.00077382    0.00513506    0.00513506
   2.62712    0.02658047    0.00001691    0.00079916    0.00523175    0.00523175
   2.65434    0.02707903    0.00001724    0.00082984    0.00532744    0.00532744
   2.68155    0.02756546    0.00001752    0.00086491    0.00542228    0.00542228
   2.70876    0.02803845    0.00001774    0.00090363    0.00551784    0.00551784
   2.73597    0.02850414    0.00001791    0.00094519    0.00561449    0.00561449
   2.76318    0.02897632    0.00001804    0.00098919    0.00571046    0.00571046
   2.79039    0.02947451    0.00001814    0.00103561    0.00580341    0.00580341
   2.81760    0.03000159    0.00001824    0.00108424    0.00589244    0.00589244
   2.84482    0.03053626    0.00001831    0.00113447    0.00597851    0.00597851
   2.87203    0.03106230    0.00001833    0.00118560    0.00606346    0.00606346
   2.89924    0.03157791    0.00001832    0.00123725    0.00614916    0.00614916
   2.92645    0.03208665    0.00001827    0.00128978    0.00623596    0.00623596
   2.95366    0.03258825    0.00001819    0.00134352    0.00632209    0.00632209
   2.98087    0.03308041    0.00001807    0.00139838    0.00640691    0.00640691
   3.00808    0.03356694    0.00001793    0.00145442    0.00649186    0.00649186
   3.03530    0.03406516    0.00001778    0.00151209    0.00657747    0.00657747
   3.06251    0.03459179    0.00001764    0.00157176    0.00666225    0.00666225
   3.08972    0.03513879    0.00001749    0.00163313    0.00674521    0.00674521
   3.11693    0.03569144    0.00001733    0.00169581    0.00682636    0.00682636
   3.14414    0.03624348    0.00001716    0.00175973    0.00690541    0.00690541
   3.17135    0.03679291    0.00001697    0.00182502    0.00698220    0.00698220
   3.19856    0.03734158    0.00001677    0.00189210    0.00705793    0.00705793
   3.22577    0.03789687    0.00001657    0.00196184    0.00713564    0.00713564
   3.25299    0.03846526    0.00001635    0.00203482    0.00721592    0.00721592
   3.28020    0.03904991    0.00001614    0.00211052    0.00729564    0.00729564
   3.30741    0.03966530    0.00001595    0.00218853    0.00737496    0.00737496
   3.33462    0.04032147    0.00001579    0.00226866    0.00745614    0.00745614
   3.36183    0.04099946    0.00001566    0.00235008    0.00753806    0.00753806
   3.38904    0.04168279    0.00001557    0.00243217    0.00761771    0.00761771
   3.41626    0.04237015    0.00001552    0.00251474    0.00769397    0.00769397
   3.44347    0.04306342    0.00001553    0.00259792    0.00776724    0.00776724
   3.47068    0.04376503    0.00001560    0.00268201    0.00783759    0.00783759
   3.49789    0.04447788    0.00001572    0.00276741    0.00790514    0.00790514
   3.52510    0.04520885    0.00001592    0.00285507    0.00797182    0.00797182
   3.55231    0.04597664    0.00001619    0.00294684    0.00804122    0.00804122
   3.57952    0.04681065    0.00001655    0.00304481    0.00811642    0.00811642
   3.60673    0.04772907    0.00001700    0.00314995    0.00819990    0.00819990
   3.63395    0.04872788    0.00001758    0.00326228    0.00829358    0.00829358
   3.66116    0.04979300    0.00001831    0.00338067    0.00839454    0.00839454
   3.68837    0.05091098    0.00001918    0.00350256    0.00849787    0.00849787
   3.71558    0.05208639    0.00002023    0.00362691    0.00860298    0.00860298
   3.74279    0.05333307    0.00002147    0.00375394    0.00871042    0.00871042
   3.77000    0.05466343    0.00002291    0.00388374    0.00882059    0.00882059
   3.79721    0.05611025    0.00002459    0.00401778    0.00893626    0.00893626
   3.82443    0.05776225    0.00002655    0.00416144    0.00906517    0.00906517
   3.85164    0.05974910    0.00002886    0.00432119    0.00922246    0.00922246
   3.87885    0.06221282    0.00003162    0.00449898    0.00942986    0.00942986
   3.90606    0.06539597    0.00003501    0.00469712    0.00972322    0.00972322
   3.93327    0.06948517    0.00003922    0.00492236    0.01013283    0.01013283
   3.96048    0.07394546    0.00004411    0.00518069    0.01058967    0.01058967
   3.98769    0.07722482    0.00004901    0.00546571    0.01089164    0.01089164
   4.01491    0.07843503    0.00005329    0.00576552    0.01089649    0.01089649
   4.04212    0.07840918    0.00005693    0.00607011    0.01065077    0.01065077
   4.06933    0.07773171    0.00006008    0.00635530    0.01023784    0.01023784
   4.09654    0.07671982    0.00006323    0.00661110    0.00978013    0.00978013
   4.12375    0.07559309    0.00006675    0.00683412    0.00935526    0.00935526
   4.15096    0.07453796    0.00007069    0.00703549    0.00898851    0.00898851
   4.17817    0.07396801    0.00007530    0.00725024    0.00868941    0.00868941
   4.20539    0.07368807    0.00008030    0.00746901    0.00838644    0.00838644
   4.23260    0.07314336    0.00008521    0.00766814    0.00801629    0.00801629
   4.25981    0.07230019    0.00009029    0.00784252    0.00759668    0.00759668
   4.28702    0.07135242    0.00009599    0.00799465    0.00717184    0.00717184
   4.31423    0.07045728    0.00010244    0.00813666    0.00678491    0.00678491
   4.34144    0.06941900    0.00010932    0.00823243    0.00641127    0.00641127
   4.36865    0.06776479    0.00011640    0.00818394    0.00594674    0.00594674
   4.39586    0.06532640    0.00012357    0.00795829    0.00536847    0.00536847
   4.42308    0.06245562    0.00013088    0.00762093    0.00476994    0.00476994
   4.45029    0.05970455    0.00013859    0.00725950    0.00424219    0.00424220
   4.47750    0.05746758    0.00014711    0.00693615    0.00379876    0.00379876
   4.50471    0.05570140    0.00015638    0.00666853    0.00340514    0.00340514
   4.53192    0.05402548    0.00016573    0.00644451    0.00303932    0.00303932
   4.55913    0.05229219    0.00017482    0.00623763    0.00271303    0.00271303
   4.58634    0.05054642    0.00018383    0.00602079    0.00243439    0.00243439
   4.61356    0.04876761    0.00019282    0.00578752    0.00218619    0.00218619
   4.64077    0.04693587    0.00020175    0.00554238    0.00195110    0.00195110
   4.66798    0.04508858    0.00021049    0.00529245    0.00173213    0.00173213
   4.69519    0.04330594    0.00021908    0.00504951    0.00153530    0.00153530
   4.72240    0.04167785    0.00022786    0.00482299    0.00135495    0.00135495
   4.74961    0.04028048    0.00023731    0.00461532    0.00118100    0.00118100
   4.77682    0.03912889    0.00024767    0.00442088    0.00101599    0.00101599
   4.80404    0.03813187    0.00025821    0.00422751    0.00086998    0.00086998
   4.83125    0.03711270    0.00026747    0.00401602    0.00074466    0.00074466
   4.85846    0.03574140    0.00027473    0.00374943    0.00063505    0.00063505
   4.88567    0.03387098    0.00028072    0.00340485    0.00054045    0.00054045
   4.91288    0.03159299    0.00028591    0.00299123    0.00045943    0.00045943
   4.94009    0.02896446    0.00028939    0.00254704    0.00038290    0.00038290
   4.96730    0.02615142    0.00029137    0.00210989    0.00030660    0.00030660
   4.99452    0.02337438    0.00029352    0.00169047    0.00023374    0.00023374
   5.02173    0.02089739    0.00029745    0.00129417    0.00016934    0.00016934
   5.04894    0.01897741    0.00030340    0.00094654    0.00011770    0.00011770
   5.07615    0.01778433    0.00030940    0.00070990    0.00008318    0.00008318
   5.10336    0.01743690    0.00031338    0.00063932    0.00006866    0.00006866
   5.13057    0.01824048    0.00031706    0.00076093    0.00007641    0.00007641
   5.15778    0.02033942    0.00032340    0.00113093    0.00010988    0.00010988
   5.18500    0.02330871    0.00033059    0.00179678    0.00016605    0.00016605
   5.21221    0.02739884    0.00033583    0.00275790    0.00024202    0.00024202
   5.23942    0.03356501    0.00034170    0.00407072    0.00034165    0.00034165
   5.26663    0.04272920    0.00035117    0.00598430    0.00046717    0.00046717
   5.29384    0.05660604    0.00036330    0.00905019    0.00061328    0.00061328
   5.32105    0.07773781    0.00037986    0.01370327    0.00077866    0.00077866
   5.34826    0.09954381    0.00040375    0.01786464    0.00097535    0.00097535
   5.37548    0.10868587    0.00043582    0.01860022    0.00125711    0.00125711
   5.40269    0.10731400    0.00048048    0.01736668    0.00177803    0.00177803
   5.42990    0.10216136    0.00054866    0.01548336    0.00278437    0.00278437
   5.45711    0.09411591    0.00064187    0.01238128    0.00420616    0.00420616
   5.48432    0.08418906    0.00074032    0.00872394    0.00541391    0.00541391
   5.51153    0.07113714    0.00082071    0.00564210    0.00593786    0.00593786
   5.53874    0.05337431    0.00086898    0.00349486    0.00580152    0.00580152
   5.56596    0.03448851    0.00088335    0.00224606    0.00546341    0.00546341
   5.59317    0.01862050    0.00088729    0.00160766    0.00530988    0.00530988
   5.62038    0.00986327    0.00091658    0.00125111    0.00541863    0.00541863
   5.64759    0.00657856    0.00096774    0.00101139    0.00568792    0.00568792
   5.67480    0.00511143    0.00102526    0.00084552    0.00599195    0.00599195
   5.70201    0.00420268    0.00108803    0.00074017    0.00632628    0.00632628
   5.72922    0.00354031    0.00115935    0.00067728    0.00677658    0.00677658
   5.75643    0.00302079    0.00124498    0.00063429    0.00768902    0.00768902
   5.78365    0.00262069    0.00135013    0.00059747    0.00994236    0.00994236
   5.81086    0.00235684    0.00145978    0.00057690    0.01414307    0.01414308
   5.83807    0.00229476    0.00157049    0.00059394    0.01963471    0.01963471
   5.86528    0.00264788    0.00179924    0.00068907    0.02560881    0.02560881
   5.89249    0.00363724    0.00267926    0.00095054    0.03177217    0.03177217
   5.91970    0.00514978    0.00581884    0.00151604    0.03748081    0.03748081
   5.94692    0.00691334    0.01291005    0.00239589    0.04162525    0.04162525
   5.97413    0.00848284    0.02119800    0.00333627    0.04334996    0.04334996
   6.00134    0.00920559    0.02452723    0.00408394    0.04265786    0.04265786
   6.02855    0.00906165    0.02290894    0.00450071    0.04040883    0.04040883
   6.05576    0.00891812    0.02196182    0.00468501    0.03790699    0.03790699
   6.08297    0.00917896    0.02360459    0.00477195    0.03593158    0.03593158
   6.11018    0.00949367    0.02523299    0.00478566    0.03427023    0.03427023
   6.13739    0.00960514    0.02542783    0.00473452    0.03246339    0.03246339
   6.16461    0.00962299    0.02499670    0.00467185    0.03057732    0.03057732
   6.19182    0.00965521    0.02465313    0.00462155    0.02889730    0.02889730
   6.21903    0.00970128    0.02384149    0.00457110    0.02744212    0.02744212
   6.24624    0.00975887    0.02114732    0.00451792    0.02611698    0.02611698
   6.27345    0.00982902    0.01664780    0.00447146    0.02477196    0.02477196
   6.30066    0.00992287    0.01272879    0.00444906    0.02331758    0.02331758
   6.32787    0.01005674    0.01013770    0.00445018    0.02182947    0.02182947
   6.35509    0.01026804    0.00824386    0.00447336    0.02041235    0.02041235
   6.38230    0.01056570    0.00688893    0.00453400    0.01888855    0.01888855
   6.40951    0.01080252    0.00593741    0.00462152    0.01694982    0.01694982
   6.43672    0.01082624    0.00521178    0.00470274    0.01480283    0.01480283
   6.46393    0.01077138    0.00469966    0.00479322    0.01296873    0.01296873
   6.49114    0.01075397    0.00432526    0.00490740    0.01153986    0.01153986
   6.51835    0.01053225    0.00393466    0.00489451    0.01013145    0.01013145
   6.54557    0.00975858    0.00352464    0.00452705    0.00836553    0.00836553
   6.57278    0.00864990    0.00318446    0.00393079    0.00648171    0.00648171
   6.59999    0.00790973    0.00297008    0.00356108    0.00510717    0.00510717
   6.62720    0.00780714    0.00288217    0.00359998    0.00436576    0.00436576
   6.65441    0.00786895    0.00283339    0.00376672    0.00393541    0.00393541
   6.68162    0.00748104    0.00267266    0.00365216    0.00365554    0.00365554
   6.70883    0.00681969    0.00239439    0.00329363    0.00369745    0.00369745
   6.73604    0.00635850    0.00215898    0.00298684    0.00405479    0.00405479
   6.76326    0.00578772    0.00193079    0.00264670    0.00416841    0.00416841
   6.79047    0.00416435    0.00139605    0.00186844    0.00318396    0.00318396
